date,item,sales,price,day_of_week,day_of_week_num,is_weekend,month,day_of_month,year,week_of_year,is_holiday_season,is_summer
2022-01-14,Orange,64,2.03,Friday,4,0,1,14,2022,2,0,0
2022-01-14,Onion,97,1.51,Friday,4,0,1,14,2022,2,0,0
2022-01-14,Carrot,56,1.98,Friday,4,0,1,14,2022,2,0,0
2022-01-15,Apple,122,2.89,Saturday,5,1,1,15,2022,2,0,0
2022-01-15,Banana,91,1.49,Saturday,5,1,1,15,2022,2,0,0
2022-01-15,Tomato,81,2.8,Saturday,5,1,1,15,2022,2,0,0
2022-01-15,Potato,108,0.96,Saturday,5,1,1,15,2022,2,0,0
2022-01-15,Spinach,79,2.23,Saturday,5,1,1,15,2022,2,0,0
2022-01-15,Orange,96,2.31,Saturday,5,1,1,15,2022,2,0,0
2022-01-15,Onion,105,1.45,Saturday,5,1,1,15,2022,2,0,0
2022-01-15,Carrot,61,2.1,Saturday,5,1,1,15,2022,2,0,0
2022-01-16,Apple,103,2.1,Sunday,6,1,1,16,2022,2,0,0
2022-01-16,Banana,124,1.62,Sunday,6,1,1,16,2022,2,0,0
2022-01-16,Tomato,75,3.35,Sunday,6,1,1,16,2022,2,0,0
2022-01-16,Potato,96,1.13,Sunday,6,1,1,16,2022,2,0,0
2022-01-16,Spinach,82,2.39,Sunday,6,1,1,16,2022,2,0,0
2022-01-16,Orange,98,2.18,Sunday,6,1,1,16,2022,2,0,0
2022-01-16,Onion,101,1.53,Sunday,6,1,1,16,2022,2,0,0
2022-01-16,Carrot,56,1.8,Sunday,6,1,1,16,2022,2,0,0
2022-01-17,Apple,122,2.76,Monday,0,0,1,17,2022,3,0,0
2022-01-17,Banana,98,1.91,Monday,0,0,1,17,2022,3,0,0
2022-01-17,Tomato,74,2.98,Monday,0,0,1,17,2022,3,0,0
2022-01-17,Potato,77,1.04,Monday,0,0,1,17,2022,3,0,0
2022-01-17,Spinach,71,2.44,Monday,0,0,1,17,2022,3,0,0
2022-01-17,Orange,88,1.92,Monday,0,0,1,17,2022,3,0,0
2022-01-17,Onion,84,1.09,Monday,0,0,1,17,2022,3,0,0
2022-01-17,Carrot,53,1.88,Monday,0,0,1,17,2022,3,0,0
2022-01-18,Apple,83,2.33,Tuesday,1,0,1,18,2022,3,0,0
2022-01-18,Banana,62,1.73,Tuesday,1,0,1,18,2022,3,0,0
2022-01-18,Tomato,78,3.04,Tuesday,1,0,1,18,2022,3,0,0
2022-01-18,Potato,94,1.25,Tuesday,1,0,1,18,2022,3,0,0
2022-01-18,Spinach,59,2.21,Tuesday,1,0,1,18,2022,3,0,0
2022-01-18,Orange,64,2.1,Tuesday,1,0,1,18,2022,3,0,0
2022-01-18,Onion,85,1.35,Tuesday,1,0,1,18,2022,3,0,0
2022-01-18,Carrot,56,2.2,Tuesday,1,0,1,18,2022,3,0,0
2022-01-19,Apple,85,2.55,Wednesday,2,0,1,19,2022,3,0,0
2022-01-19,Banana,50,1.57,Wednesday,2,0,1,19,2022,3,0,0
2022-01-19,Tomato,62,3.1,Wednesday,2,0,1,19,2022,3,0,0
2022-01-19,Potato,75,1.08,Wednesday,2,0,1,19,2022,3,0,0
2022-01-19,Spinach,36,1.61,Wednesday,2,0,1,19,2022,3,0,0
2022-01-19,Orange,90,2.26,Wednesday,2,0,1,19,2022,3,0,0
2022-01-19,Onion,82,1.33,Wednesday,2,0,1,19,2022,3,0,0
2022-01-19,Carrot,31,1.37,Wednesday,2,0,1,19,2022,3,0,0
2022-01-20,Apple,97,2.77,Thursday,3,0,1,20,2022,3,0,0
2022-01-20,Banana,32,1.31,Thursday,3,0,1,20,2022,3,0,0
2022-01-20,Tomato,60,2.92,Thursday,3,0,1,20,2022,3,0,0
2022-01-20,Potato,68,0.96,Thursday,3,0,1,20,2022,3,0,0
2022-01-20,Spinach,19,1.71,Thursday,3,0,1,20,2022,3,0,0
2022-01-20,Orange,63,2.07,Thursday,3,0,1,20,2022,3,0,0
2022-01-20,Onion,45,1.06,Thursday,3,0,1,20,2022,3,0,0
2022-01-20,Carrot,56,1.81,Thursday,3,0,1,20,2022,3,0,0
2022-01-21,Apple,107,2.61,Friday,4,0,1,21,2022,3,0,0
2022-01-21,Banana,76,1.53,Friday,4,0,1,21,2022,3,0,0
2022-01-21,Tomato,56,2.89,Friday,4,0,1,21,2022,3,0,0
2022-01-21,Potato,77,1.1,Friday,4,0,1,21,2022,3,0,0
2022-01-21,Spinach,33,2.05,Friday,4,0,1,21,2022,3,0,0
2022-01-21,Orange,76,1.59,Friday,4,0,1,21,2022,3,0,0
2022-01-21,Onion,68,1.47,Friday,4,0,1,21,2022,3,0,0
2022-01-21,Carrot,41,1.89,Friday,4,0,1,21,2022,3,0,0
2022-01-22,Apple,192,3.41,Saturday,5,1,1,22,2022,3,0,0
2022-01-22,Banana,88,1.34,Saturday,5,1,1,22,2022,3,0,0
2022-01-22,Tomato,87,2.91,Saturday,5,1,1,22,2022,3,0,0
2022-01-22,Potato,100,1.11,Saturday,5,1,1,22,2022,3,0,0
2022-01-22,Spinach,83,2.67,Saturday,5,1,1,22,2022,3,0,0
2022-01-22,Orange,108,2.24,Saturday,5,1,1,22,2022,3,0,0
2022-01-22,Onion,89,1.45,Saturday,5,1,1,22,2022,3,0,0
2022-01-22,Carrot,61,1.93,Saturday,5,1,1,22,2022,3,0,0
2022-01-23,Apple,119,2.71,Sunday,6,1,1,23,2022,3,0,0
2022-01-23,Banana,97,1.65,Sunday,6,1,1,23,2022,3,0,0
2022-01-23,Tomato,90,3.6,Sunday,6,1,1,23,2022,3,0,0
2022-01-23,Potato,123,1.11,Sunday,6,1,1,23,2022,3,0,0
2022-01-23,Spinach,89,2.79,Sunday,6,1,1,23,2022,3,0,0
2022-01-23,Orange,102,2.34,Sunday,6,1,1,23,2022,3,0,0
2022-01-23,Onion,117,1.4,Sunday,6,1,1,23,2022,3,0,0
2022-01-23,Carrot,77,1.9,Sunday,6,1,1,23,2022,3,0,0
2022-01-24,Apple,94,2.54,Monday,0,0,1,24,2022,4,0,0
2022-01-24,Banana,81,1.68,Monday,0,0,1,24,2022,4,0,0
2022-01-24,Tomato,90,3.34,Monday,0,0,1,24,2022,4,0,0
2022-01-24,Potato,123,1.17,Monday,0,0,1,24,2022,4,0,0
2022-01-24,Spinach,88,2.0,Monday,0,0,1,24,2022,4,0,0
2022-01-24,Orange,62,1.97,Monday,0,0,1,24,2022,4,0,0
2022-01-24,Onion,78,1.09,Monday,0,0,1,24,2022,4,0,0
2022-01-24,Carrot,42,2.14,Monday,0,0,1,24,2022,4,0,0
2022-01-25,Apple,89,2.74,Tuesday,1,0,1,25,2022,4,0,0
2022-01-25,Banana,73,1.2,Tuesday,1,0,1,25,2022,4,0,0
2022-01-25,Tomato,82,3.42,Tuesday,1,0,1,25,2022,4,0,0
2022-01-25,Potato,68,0.81,Tuesday,1,0,1,25,2022,4,0,0
2022-01-25,Spinach,55,2.1,Tuesday,1,0,1,25,2022,4,0,0
2022-01-25,Orange,77,1.92,Tuesday,1,0,1,25,2022,4,0,0
2022-01-25,Onion,65,1.16,Tuesday,1,0,1,25,2022,4,0,0
2022-01-25,Carrot,54,2.01,Tuesday,1,0,1,25,2022,4,0,0
2022-01-26,Apple,120,3.01,Wednesday,2,0,1,26,2022,4,0,0
2022-01-26,Banana,62,1.48,Wednesday,2,0,1,26,2022,4,0,0
2022-01-26,Tomato,121,4.0,Wednesday,2,0,1,26,2022,4,0,0
2022-01-26,Potato,88,0.89,Wednesday,2,0,1,26,2022,4,0,0
2022-01-26,Spinach,45,1.93,Wednesday,2,0,1,26,2022,4,0,0
2022-01-26,Orange,63,1.99,Wednesday,2,0,1,26,2022,4,0,0
2022-01-26,Onion,45,1.06,Wednesday,2,0,1,26,2022,4,0,0
2022-01-26,Carrot,34,1.62,Wednesday,2,0,1,26,2022,4,0,0
2022-01-27,Apple,76,2.63,Thursday,3,0,1,27,2022,4,0,0
2022-01-27,Banana,42,1.06,Thursday,3,0,1,27,2022,4,0,0
2022-01-27,Tomato,37,3.12,Thursday,3,0,1,27,2022,4,0,0
2022-01-27,Potato,79,0.96,Thursday,3,0,1,27,2022,4,0,0
2022-01-27,Spinach,18,1.6,Thursday,3,0,1,27,2022,4,0,0
2022-01-27,Orange,52,2.24,Thursday,3,0,1,27,2022,4,0,0
2022-01-27,Onion,121,1.22,Thursday,3,0,1,27,2022,4,0,0
2022-01-27,Carrot,29,1.49,Thursday,3,0,1,27,2022,4,0,0
2022-01-28,Apple,90,2.4,Friday,4,0,1,28,2022,4,0,0
2022-01-28,Banana,63,1.44,Friday,4,0,1,28,2022,4,0,0
2022-01-28,Tomato,53,3.34,Friday,4,0,1,28,2022,4,0,0
2022-01-28,Potato,131,1.21,Friday,4,0,1,28,2022,4,0,0
2022-01-28,Spinach,14,1.62,Friday,4,0,1,28,2022,4,0,0
2022-01-28,Orange,57,1.79,Friday,4,0,1,28,2022,4,0,0
2022-01-28,Onion,78,1.15,Friday,4,0,1,28,2022,4,0,0
2022-01-28,Carrot,39,1.99,Friday,4,0,1,28,2022,4,0,0
2022-01-29,Apple,131,3.1,Saturday,5,1,1,29,2022,4,0,0
2022-01-29,Banana,91,1.71,Saturday,5,1,1,29,2022,4,0,0
2022-01-29,Tomato,103,3.79,Saturday,5,1,1,29,2022,4,0,0
2022-01-29,Potato,111,1.16,Saturday,5,1,1,29,2022,4,0,0
2022-01-29,Spinach,72,2.04,Saturday,5,1,1,29,2022,4,0,0
2022-01-29,Orange,87,2.48,Saturday,5,1,1,29,2022,4,0,0
2022-01-29,Onion,112,1.3,Saturday,5,1,1,29,2022,4,0,0
2022-01-29,Carrot,60,1.74,Saturday,5,1,1,29,2022,4,0,0
2022-01-30,Apple,106,2.31,Sunday,6,1,1,30,2022,4,0,0
2022-01-30,Banana,99,1.83,Sunday,6,1,1,30,2022,4,0,0
2022-01-30,Tomato,86,3.25,Sunday,6,1,1,30,2022,4,0,0
2022-01-30,Potato,96,1.24,Sunday,6,1,1,30,2022,4,0,0
2022-01-30,Spinach,115,2.95,Sunday,6,1,1,30,2022,4,0,0
2022-01-30,Orange,191,2.61,Sunday,6,1,1,30,2022,4,0,0
2022-01-30,Onion,101,1.25,Sunday,6,1,1,30,2022,4,0,0
2022-01-30,Carrot,57,2.05,Sunday,6,1,1,30,2022,4,0,0
2022-01-31,Apple,97,2.34,Monday,0,0,1,31,2022,5,0,0
2022-01-31,Banana,101,1.64,Monday,0,0,1,31,2022,5,0,0
2022-01-31,Tomato,87,3.52,Monday,0,0,1,31,2022,5,0,0
2022-01-31,Potato,78,0.85,Monday,0,0,1,31,2022,5,0,0
2022-01-31,Spinach,108,2.91,Monday,0,0,1,31,2022,5,0,0
2022-01-31,Orange,82,2.16,Monday,0,0,1,31,2022,5,0,0
2022-01-31,Onion,61,1.13,Monday,0,0,1,31,2022,5,0,0
2022-01-31,Carrot,65,2.03,Monday,0,0,1,31,2022,5,0,0
2022-02-01,Apple,90,2.9,Tuesday,1,0,2,1,2022,5,0,0
2022-02-01,Banana,71,1.41,Tuesday,1,0,2,1,2022,5,0,0
2022-02-01,Tomato,84,3.0,Tuesday,1,0,2,1,2022,5,0,0
2022-02-01,Potato,65,0.96,Tuesday,1,0,2,1,2022,5,0,0
2022-02-01,Spinach,58,2.22,Tuesday,1,0,2,1,2022,5,0,0
2022-02-01,Orange,92,2.33,Tuesday,1,0,2,1,2022,5,0,0
2022-02-01,Onion,75,1.16,Tuesday,1,0,2,1,2022,5,0,0
2022-02-01,Carrot,54,1.88,Tuesday,1,0,2,1,2022,5,0,0
2022-02-02,Apple,84,2.94,Wednesday,2,0,2,2,2022,5,0,0
2022-02-02,Banana,60,1.51,Wednesday,2,0,2,2,2022,5,0,0
2022-02-02,Tomato,47,2.82,Wednesday,2,0,2,2,2022,5,0,0
2022-02-02,Potato,83,1.09,Wednesday,2,0,2,2,2022,5,0,0
2022-02-02,Spinach,35,1.69,Wednesday,2,0,2,2,2022,5,0,0
2022-02-02,Orange,72,2.05,Wednesday,2,0,2,2,2022,5,0,0
2022-02-02,Onion,72,1.42,Wednesday,2,0,2,2,2022,5,0,0
2022-02-02,Carrot,40,1.69,Wednesday,2,0,2,2,2022,5,0,0
2022-02-03,Apple,96,2.43,Thursday,3,0,2,3,2022,5,0,0
2022-02-03,Banana,39,1.42,Thursday,3,0,2,3,2022,5,0,0
2022-02-03,Tomato,19,2.94,Thursday,3,0,2,3,2022,5,0,0
2022-02-03,Potato,77,1.14,Thursday,3,0,2,3,2022,5,0,0
2022-02-03,Spinach,27,2.08,Thursday,3,0,2,3,2022,5,0,0
2022-02-03,Orange,49,2.01,Thursday,3,0,2,3,2022,5,0,0
2022-02-03,Onion,73,1.25,Thursday,3,0,2,3,2022,5,0,0
2022-02-03,Carrot,41,1.57,Thursday,3,0,2,3,2022,5,0,0
2022-02-04,Apple,106,2.41,Friday,4,0,2,4,2022,5,0,0
2022-02-04,Banana,63,1.62,Friday,4,0,2,4,2022,5,0,0
2022-02-04,Tomato,69,3.6,Friday,4,0,2,4,2022,5,0,0
2022-02-04,Potato,94,1.02,Friday,4,0,2,4,2022,5,0,0
2022-02-04,Spinach,30,2.03,Friday,4,0,2,4,2022,5,0,0
2022-02-04,Orange,69,1.86,Friday,4,0,2,4,2022,5,0,0
2022-02-04,Onion,76,1.28,Friday,4,0,2,4,2022,5,0,0
2022-02-04,Carrot,57,1.92,Friday,4,0,2,4,2022,5,0,0
2022-02-05,Apple,118,2.58,Saturday,5,1,2,5,2022,5,0,0
2022-02-05,Banana,110,1.64,Saturday,5,1,2,5,2022,5,0,0
2022-02-05,Tomato,89,3.44,Saturday,5,1,2,5,2022,5,0,0
2022-02-05,Potato,118,1.31,Saturday,5,1,2,5,2022,5,0,0
2022-02-05,Spinach,104,3.17,Saturday,5,1,2,5,2022,5,0,0
2022-02-05,Orange,93,2.47,Saturday,5,1,2,5,2022,5,0,0
2022-02-05,Onion,111,1.26,Saturday,5,1,2,5,2022,5,0,0
2022-02-05,Carrot,79,2.04,Saturday,5,1,2,5,2022,5,0,0
2022-02-06,Apple,124,3.14,Sunday,6,1,2,6,2022,5,0,0
2022-02-06,Banana,132,1.77,Sunday,6,1,2,6,2022,5,0,0
2022-02-06,Tomato,102,3.47,Sunday,6,1,2,6,2022,5,0,0
2022-02-06,Potato,107,1.08,Sunday,6,1,2,6,2022,5,0,0
2022-02-06,Spinach,107,3.22,Sunday,6,1,2,6,2022,5,0,0
2022-02-06,Orange,144,2.65,Sunday,6,1,2,6,2022,5,0,0
2022-02-06,Onion,101,1.31,Sunday,6,1,2,6,2022,5,0,0
2022-02-06,Carrot,80,2.39,Sunday,6,1,2,6,2022,5,0,0
2022-02-07,Apple,157,2.96,Monday,0,0,2,7,2022,6,0,0
2022-02-07,Banana,102,1.54,Monday,0,0,2,7,2022,6,0,0
2022-02-07,Tomato,105,3.44,Monday,0,0,2,7,2022,6,0,0
2022-02-07,Potato,89,1.2,Monday,0,0,2,7,2022,6,0,0
2022-02-07,Spinach,96,2.43,Monday,0,0,2,7,2022,6,0,0
2022-02-07,Orange,117,2.69,Monday,0,0,2,7,2022,6,0,0
2022-02-07,Onion,80,1.3,Monday,0,0,2,7,2022,6,0,0
2022-02-07,Carrot,57,2.15,Monday,0,0,2,7,2022,6,0,0
2022-02-08,Apple,177,3.17,Tuesday,1,0,2,8,2022,6,0,0
2022-02-08,Banana,74,1.27,Tuesday,1,0,2,8,2022,6,0,0
2022-02-08,Tomato,83,3.45,Tuesday,1,0,2,8,2022,6,0,0
2022-02-08,Potato,101,1.34,Tuesday,1,0,2,8,2022,6,0,0
2022-02-08,Spinach,74,2.06,Tuesday,1,0,2,8,2022,6,0,0
2022-02-08,Orange,65,2.49,Tuesday,1,0,2,8,2022,6,0,0
2022-02-08,Onion,65,1.22,Tuesday,1,0,2,8,2022,6,0,0
2022-02-08,Carrot,46,1.98,Tuesday,1,0,2,8,2022,6,0,0
2022-02-09,Apple,87,2.31,Wednesday,2,0,2,9,2022,6,0,0
2022-02-09,Banana,74,1.7,Wednesday,2,0,2,9,2022,6,0,0
2022-02-09,Tomato,58,3.21,Wednesday,2,0,2,9,2022,6,0,0
2022-02-09,Potato,124,1.08,Wednesday,2,0,2,9,2022,6,0,0
2022-02-09,Spinach,47,2.42,Wednesday,2,0,2,9,2022,6,0,0
2022-02-09,Orange,70,2.07,Wednesday,2,0,2,9,2022,6,0,0
2022-02-09,Onion,70,1.33,Wednesday,2,0,2,9,2022,6,0,0
2022-02-09,Carrot,48,1.45,Wednesday,2,0,2,9,2022,6,0,0
2022-02-10,Apple,76,2.44,Thursday,3,0,2,10,2022,6,0,0
2022-02-10,Banana,52,1.49,Thursday,3,0,2,10,2022,6,0,0
2022-02-10,Tomato,42,2.6,Thursday,3,0,2,10,2022,6,0,0
2022-02-10,Potato,80,1.15,Thursday,3,0,2,10,2022,6,0,0
2022-02-10,Spinach,43,1.87,Thursday,3,0,2,10,2022,6,0,0
2022-02-10,Orange,58,2.05,Thursday,3,0,2,10,2022,6,0,0
2022-02-10,Onion,86,1.55,Thursday,3,0,2,10,2022,6,0,0
2022-02-10,Carrot,26,1.57,Thursday,3,0,2,10,2022,6,0,0
2022-02-11,Apple,175,3.11,Friday,4,0,2,11,2022,6,0,0
2022-02-11,Banana,55,1.54,Friday,4,0,2,11,2022,6,0,0
2022-02-11,Tomato,70,3.16,Friday,4,0,2,11,2022,6,0,0
2022-02-11,Potato,97,0.96,Friday,4,0,2,11,2022,6,0,0
2022-02-11,Spinach,52,2.24,Friday,4,0,2,11,2022,6,0,0
2022-02-11,Orange,53,1.69,Friday,4,0,2,11,2022,6,0,0
2022-02-11,Onion,67,0.92,Friday,4,0,2,11,2022,6,0,0
2022-02-11,Carrot,49,2.05,Friday,4,0,2,11,2022,6,0,0
2022-02-12,Apple,140,2.59,Saturday,5,1,2,12,2022,6,0,0
2022-02-12,Banana,115,1.56,Saturday,5,1,2,12,2022,6,0,0
2022-02-12,Tomato,93,3.64,Saturday,5,1,2,12,2022,6,0,0
2022-02-12,Potato,107,1.1,Saturday,5,1,2,12,2022,6,0,0
2022-02-12,Spinach,69,2.44,Saturday,5,1,2,12,2022,6,0,0
2022-02-12,Orange,171,2.95,Saturday,5,1,2,12,2022,6,0,0
2022-02-12,Onion,114,1.38,Saturday,5,1,2,12,2022,6,0,0
2022-02-12,Carrot,85,2.34,Saturday,5,1,2,12,2022,6,0,0
2022-02-13,Apple,125,3.31,Sunday,6,1,2,13,2022,6,0,0
2022-02-13,Banana,197,2.05,Sunday,6,1,2,13,2022,6,0,0
2022-02-13,Tomato,93,3.9,Sunday,6,1,2,13,2022,6,0,0
2022-02-13,Potato,100,1.07,Sunday,6,1,2,13,2022,6,0,0
2022-02-13,Spinach,90,2.91,Sunday,6,1,2,13,2022,6,0,0
2022-02-13,Orange,98,2.24,Sunday,6,1,2,13,2022,6,0,0
2022-02-13,Onion,108,1.49,Sunday,6,1,2,13,2022,6,0,0
2022-02-13,Carrot,117,2.25,Sunday,6,1,2,13,2022,6,0,0
